title,movieId,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,movie_imdb_link
Police Academy: Mission to Moscow,8387,Alan Metter,Michael Winslow,Comedy|Crime,Christopher Lee,Police Academy: Mission to Moscow ,G.W. Bailey,captain|commandant|mafia|russian mafia|security system,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1
King's Ransom,33148,Jeffrey W. Byrd,Loretta Devine,Comedy|Crime,Donald Faison,King's Ransom ,Regina Hall,hit in the crotch|kidnapping|nail gun|police|release from prison,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1
School for Scoundrels,48416,Todd Phillips,Sarah Silverman,Comedy,Jon Heder,School for Scoundrels ,Jacinda Barrett,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1
Casino Jack,82053,George Hickenlooper,Eric Schweig,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,Christian Campbell,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1
Horrible Bosses,87869,Seth Gordon,Lindsay Sloane,Comedy|Crime,Kevin Spacey,Horrible Bosses ,Reginald Ballard,black comedy|boss|chemical company|dental assistant|murder,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1
Seven Psychopaths,97306,Martin McDonagh,Gabourey Sidibe,Comedy|Crime,Abbie Cornish,Seven Psychopaths ,Michael Stuhlbarg,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1
Identity Thief,100390,Seth Gordon,Eric Stonestreet,Comedy|Crime,Jon Favreau,Identity Thief ,T.I.,bounty hunter|credit card|cross country|identity|police,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1
We're the Millers,104211,Rawson Marshall Thurber,Molly C. Quinn,Comedy|Crime,Laura-Leigh,We're the Millers ,Thomas Lennon,fake family|male frontal nudity|marijuana|mexico|stripper,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1
Freaky Deaky,106066,Charles Matthau,Michael Jai White,Comedy|Crime|Thriller,Billy Burke,Freaky Deaky ,Bill Duke,black panties|bomb squad|car bomb|dynamite|girl in panties,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1
Let's Be Cops,113453,Luke Greenfield,Damon Wayans Jr.,Comedy,Rob Riggle,Let's Be Cops ,James D'Arcy,friendship between men|impersonating a police officer|mobster|party|police officer,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1
Horrible Bosses 2,117590,Sean Anders,Christoph Waltz,Comedy|Crime,Kevin Spacey,Horrible Bosses 2 ,Lindsay Sloane,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1
Get Hard,131013,Etan Cohen,Alison Brie,Comedy|Crime,Will Ferrell,Get Hard ,Craig T. Nelson,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1
The Black Hole,175441,Gary Nelson,Maximilian Schell,Action|Sci-Fi,Robert Forster,The Black Hole ,Yvette Mimieux,black hole|escape|palomino|robot|scientist,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1
The Black Hole,162996,Gary Nelson,Maximilian Schell,Action|Sci-Fi,Robert Forster,The Black Hole ,Yvette Mimieux,black hole|escape|palomino|robot|scientist,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1
The Black Hole,172843,Gary Nelson,Maximilian Schell,Action|Sci-Fi,Robert Forster,The Black Hole ,Yvette Mimieux,black hole|escape|palomino|robot|scientist,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1
Bottle Rocket,192025,Wes Anderson,Darryl Cox,Comedy|Crime|Drama,Andrew Wilson,Bottle Rocket ,Lumi Cavazos,caper|escapade|motel|robbery|texas,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1
Bottle Rocket,101,Wes Anderson,Darryl Cox,Comedy|Crime|Drama,Andrew Wilson,Bottle Rocket ,Lumi Cavazos,caper|escapade|motel|robbery|texas,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1
Ed Wood,235,Tim Burton,Bill Murray,Biography|Comedy|Drama,Johnny Depp,Ed Wood ,Martin Landau,1950s|director|friend|friendship|transvestism,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1
Crooklyn,352,Spike Lee,Delroy Lindo,Comedy|Drama,Alfre Woodard,Crooklyn ,Isaiah Washington,argument|birthday|bully|coming of age|semi autobiographical,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1
Mrs. Doubtfire,500,Chris Columbus,Mara Wilson,Comedy|Drama|Family|Romance,Robin Williams,Mrs. Doubtfire ,Matthew Lawrence,actor|based on novel|fancy restaurant|male actor playing a female character|party,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1
Renaissance Man,516,Penny Marshall,Cliff Robertson,Comedy|Drama,Ed Begley Jr.,Renaissance Man ,Lillo Brancato,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1
Welcome to the Dollhouse,562,Todd Solondz,Ken Leung,Comedy|Drama,Heather Matarazzo,Welcome to the Dollhouse ,Christina Vidal,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1
Girl 6,639,Spike Lee,Debi Mazar,Comedy|Drama,Michael Imperioli,Girl 6 ,Gretchen Mol,actress|neighbor|phone sex|queens new york city|sex addiction,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1
That Thing You Do!,1042,Tom Hanks,Charlize Theron,Comedy|Drama|Music,Tom Hanks,That Thing You Do! ,Ethan Embry,band|drummer|jazz|pennsylvania|song,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1
Swingers,1060,Doug Liman,Alex Désert,Comedy|Drama,Jon Favreau,Swingers ,Blake Lindsley,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1
Swingers,162288,Doug Liman,Alex Désert,Comedy|Drama,Jon Favreau,Swingers ,Blake Lindsley,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1
Swingers,187209,Doug Liman,Alex Désert,Comedy|Drama,Jon Favreau,Swingers ,Blake Lindsley,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1
In the Company of Men,1594,Neil LaBute,Matt Malloy,Comedy|Drama,Stacy Edwards,In the Company of Men ,Jason Dixie,business trip|love|misogynist|office|secretary,http://www.imdb.com/title/tt0119361/?ref_=fn_tt_tt_1
Critical Care,1677,Sidney Lumet,Anne Bancroft,Comedy|Drama,Kyra Sedgwick,Critical Care ,Albert Brooks,half sister|hospital|latex gloves|medicine|nun,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1
Deconstructing Harry,1701,Woody Allen,Lynn Cohen,Comedy,Woody Allen,Deconstructing Harry ,Judy Davis,marriage|novelist|panties pulled down|writer's block|writing,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1
Love and Death on Long Island,1794,Richard Kwietniowski,Maury Chaykin,Comedy|Drama,Jason Priestley,Love and Death on Long Island ,Danny Webb,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1
Primary Colors,1810,Mike Nichols,Adrian Lester,Comedy|Drama,Maura Tierney,Primary Colors ,Paul Guilfoyle,campaigning|candidate|election|governor|president,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1
Two Girls and a Guy,1816,James Toback,Natasha Gregson Wagner,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,Angel David,actor|anilingus|double cross|funeral home|two timing,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1
The Players Club,1825,Ice Cube,Monica Calhoun,Comedy|Drama,Bernie Mac,The Players Club ,Chrystale Wilson,catfight|dominatrix|rape|spanking|stripper,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1
"Dancer, Texas Pop. 81",1870,Tim McCanlies,Michael O'Neill,Comedy|Drama|Family,Ethan Embry,"Dancer, Texas Pop. 81 ",Alexandra Holden,best friend|friendship|population|state in title|texas,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1
Smoke Signals,1914,Chris Eyre,Irene Bedard,Comedy|Drama,Michael Greyeyes,Smoke Signals ,Gary Farmer,family abandonment|fire|loss of father|native american protagonist|native american reservation,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1
Rushmore,2395,Wes Anderson,Connie Nielsen,Comedy|Drama,Bill Murray,Rushmore ,Olivia Williams,coming of age|friendship|private school|student|teacher,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1
Patch Adams,2431,Tom Shadyac,Philip Seymour Hoffman,Biography|Comedy|Drama|Romance,Robin Williams,Patch Adams ,Monica Potter,doctor|hospital|mental institution|nurse|student,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1
24 7: Twenty Four Seven,2444,Shane Meadows,Annette Badland,Comedy|Drama|Romance|Sport,Bob Hoskins,24 7: Twenty Four Seven ,Karl Collins,fight|gang|hiking|wales|working class,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1
Varsity Blues,2447,Brian Robbins,Ron Lester,Comedy|Drama|Romance|Sport,Paul Walker,Varsity Blues ,Mark Walters,coach|coyote|popularity|quarterback|texas,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1
Peggy Sue Got Married,2469,Francis Ford Coppola,Kathleen Turner,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married ,Joan Allen,alternate history|alternate timeline|divorce|high school|reunion,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1
200 Cigarettes,2504,Risa Bramon Garcia,Dave Chappelle,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes ,Gaby Hoffmann,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1
Radio Days,2750,Woody Allen,Don Pardo,Comedy,Mike Starr,Radio Days ,Julie Kavner,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1
For Love of the Game,2861,Sam Raimi,Kelly Preston,Drama|Romance|Sport,J.K. Simmons,For Love of the Game ,Carmine Giovinazzo,baseball|baseball movie|detroit tigers|perfect game|pitcher,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1
Mumford,2883,Lawrence Kasdan,Alfre Woodard,Comedy|Drama,Zooey Deschanel,Mumford ,Mary McDonnell,college|drugs|patient|psychologist|secret,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1
"Mystery, Alaska",2889,Jay Roach,Mary McCormack,Comedy|Drama|Sport,Scott Grimes,"Mystery, Alaska ",Ron Eldard,alaska|male nudity|nudity|sex|small town,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1
Molly,2914,John Duigan,Jill Hennessy,Comedy|Drama|Romance,Elaine Hendrix,Molly ,Sarah Wynter,autism|experimental surgery|female nudity|forename as title|regression,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1
Molly,196703,John Duigan,Jill Hennessy,Comedy|Drama|Romance,Elaine Hendrix,Molly ,Sarah Wynter,autism|experimental surgery|female nudity|forename as title|regression,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1
Hairspray,2926,Adam Shankman,Elijah Kelley,Comedy|Drama|Family|Music|Musical|Romance,Jerry Stiller,Hairspray ,Paul Dooley,audition|best friend|dance|friend|tv dance show,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1
Hairspray,52975,Adam Shankman,Elijah Kelley,Comedy|Drama|Family|Music|Musical|Romance,Jerry Stiller,Hairspray ,Paul Dooley,audition|best friend|dance|friend|tv dance show,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1
Crazy in Alabama,2977,Antonio Banderas,Elizabeth Perkins,Comedy|Crime|Drama,Meat Loaf,Crazy in Alabama ,Noah Emmerich,abusive husband|alabama|boy|dream|sheriff,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1
Anywhere But Here,3051,Wayne Wang,Eva Amurri Martino,Comedy|Drama,Natalie Portman,Anywhere But Here ,Shawn Hatosy,family relationships|female protagonist|nubile woman|policeman|teenager,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1
Man on the Moon,3174,Milos Forman,Gerry Becker,Biography|Comedy|Drama,Matt Price,Man on the Moon ,Tom Dreesen,andy kaufman|comedian|eccentric|wrestler|wrestling,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1
Hanging Up,3299,Diane Keaton,Celia Weston,Comedy|Drama,Adam Arkin,Hanging Up ,Jesse James,actress|clown costume|magazine|party planner|soap opera actress,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1
Wonder Boys,3317,Curtis Hanson,Rip Torn,Comedy|Drama,Robert Downey Jr.,Wonder Boys ,Richard Thomas,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1
American Graffiti,3363,George Lucas,Ron Howard,Comedy|Drama|Music,Harrison Ford,American Graffiti ,Mackenzie Phillips,california|car|drag racing|high school|rock 'n' roll,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1
Network,3504,Sidney Lumet,Faye Dunaway,Drama|Romance,Robert Duvall,Network ,William Holden,media|monologue|television|television network|television news,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1
Diner,3543,Barry Levinson,Daniel Stern,Comedy|Drama,Steve Guttenberg,Diner ,Ellen Barkin,baltimore colts|diner|marriage|salesman|wedding,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1
Where the Heart Is,3565,Matt Williams,James Frain,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,Stockard Channing,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1
Where the Heart Is,6481,Matt Williams,James Frain,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,Stockard Channing,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1
Chuck & Buck,3794,Miguel Arteta,Mike White,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,Chris Weitz,best friend|bisexuality|friend|gay kiss|sexuality,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1
Duets,3901,Bruce Paltrow,Marian Seldes,Comedy|Drama|Music,Lochlyn Munro,Duets ,Huey Lewis,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1
Lucky Numbers,3975,Nora Ephron,Michael Moore,Comedy|Crime,Michael Rapaport,Lucky Numbers ,Richard Schiff,celebrity|lottery|murder|snowmobile|weatherman,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1
Crocodile Dundee in Los Angeles,4254,Simon Wincer,Paul Hogan,Adventure|Comedy|Crime,Jere Burns,Crocodile Dundee in Los Angeles ,Linda Kozlowski,boat|crocodile|garbage can|knife|paramount pictures,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1
New York Stories,4628,Woody Allen,Larry David,Comedy|Drama|Romance,Woody Allen,New York Stories ,Mia Farrow,12 year old|artist|hotel|three word title|written and directed by cast member,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1
Ghost World,4641,Terry Zwigoff,Steve Buscemi,Comedy|Drama,Scarlett Johansson,Ghost World ,T.J. Thyne,art class|diner|friend|graduation|high school,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1
Two Can Play That Game,4759,Mark Brown,Vivica A. Fox,Comedy|Romance,Mo'Nique,Two Can Play That Game ,Tamala Jones,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1
Pocketful of Miracles,4804,Frank Capra,Glenn Ford,Comedy|Drama,Ann-Margret,Pocketful of Miracles ,Thomas Mitchell,1930s|apple|dude|luck|new york city,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1
Riding in Cars with Boys,4867,Penny Marshall,Adam Garcia,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,Alissa Dean,boy|college|heroin|working class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1
Mean Machine,5134,Barry Skolnick,Jason Flemyng,Comedy|Drama|Sport,Jason Statham,Mean Machine ,Danny Dyer,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1
Hollywood Ending,5348,Woody Allen,Debra Messing,Comedy|Romance,Woody Allen,Hollywood Ending ,Treat Williams,blind|director|psychosomatic blindness|self deprecating|studio,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1
Divine Secrets of the Ya-Ya Sisterhood,5415,Callie Khouri,Fionnula Flanagan,Drama,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood ,Matthew Settle,flashback|interview|louisiana|playwright|secret society,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1
Igby Goes Down,5577,Burr Steers,Rory Culkin,Comedy|Drama,Kieran Culkin,Igby Goes Down ,Bill Irwin,boy|mistress|money|schizophrenic|school,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1
Real Women Have Curves,5685,Patricia Cardoso,Lupe Ontiveros,Comedy|Drama,America Ferrera,Real Women Have Curves ,George Lopez,education|factory|high school|mexican american|religious icon,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1
Elling,5890,Petter Næss,Per Christian Ellefsen,Comedy|Drama,Jørgen Langhelle,Elling ,Sven Nordin,friendship|mental illness|poet|sex obsession|virgin,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1
About Schmidt,5945,Alexander Payne,June Squibb,Comedy|Drama,Hope Davis,About Schmidt ,Howard Hesseman,highway travel|on the road|retirement|road movie|wedding,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1
American Splendor,6620,Shari Springer Berman,James Urbaniak,Biography|Comedy|Drama,Josh Hutcherson,American Splendor ,Daniel Tay,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1
There Goes My Baby,6847,Floyd Mutrux,Kelli Williams,Comedy|Drama,Ricky Schroder,There Goes My Baby ,Seymour Cassel,high school|love|police|showdown|surfer,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1
Pieces of April,6881,Peter Hedges,Adrian Martinez,Comedy|Drama,Oliver Platt,Pieces of April ,Derek Luke,apartment|oven|stove|thanksgiving|thanksgiving dinner,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1
Slacker,6978,Richard Linklater,Richard Linklater,Comedy|Drama,Tommy Pallotta,Slacker ,Jean Caffeine,austin texas|moon|pap smear|texas|twenty something,http://www.imdb.com/title/tt0102943/?ref_=fn_tt_tt_1
Against the Ropes,7315,Charles S. Dutton,Charles S. Dutton,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,Tim Daly,boxer|boxing|boxing arena|boxing manager|directed by co star,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1
Cheaper by the Dozen,7395,Shawn Levy,Alyson Stoner,Comedy|Family,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1
Cheaper by the Dozen,7161,Shawn Levy,Alyson Stoner,Comedy|Family,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1
Saved!,8366,Brian Dannelly,Patrick Fugit,Comedy|Drama,Macaulay Culkin,Saved! ,Eva Amurri Martino,christian|jewish|pastor|school|virginity,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1
Criminal,8862,Ariel Vromen,Jordi Mollà,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Criminal ,Doug Cockle,cia|husband wife relationship|memory|tied up while barefoot|violence,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1
Criminal,135530,Ariel Vromen,Jordi Mollà,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Criminal ,Doug Cockle,cia|husband wife relationship|memory|tied up while barefoot|violence,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1
Being Julia,8943,István Szabó,Shaun Evans,Comedy|Drama|Romance,Miriam Margolyes,Being Julia ,Juliet Stevenson,diva|marriage|open marriage|revenge|social climber,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1
In Good Company,30822,Paul Weitz,Ty Burrell,Comedy|Drama|Romance,Scarlett Johansson,In Good Company ,Dennis Quaid,company|corporate takeover|executive|magazine|new boss,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1
Imaginary Heroes,31114,Dan Harris,Ryan Donowho,Comedy|Drama,Kip Pardue,Imaginary Heroes ,Larry Fessenden,cat|christmas song|lawn mowing|leave of absence|medication,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1
Saint Ralph,33826,Michael McGowan,Adam Butcher,Comedy|Drama|Sport,Campbell Scott,Saint Ralph ,Gordon Pinsent,boston marathon|coma|marathon|miracles|running,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1
Me and You and Everyone We Know,33880,Miranda July,Brad William Henke,Comedy|Drama,Najarra Townsend,Me and You and Everyone We Know ,Miranda July,fellatio|seven word title|shoe salesman|title directed by female|written by director,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1
Funny Ha Ha,34314,Andrew Bujalski,Kate Dollenmayer,Comedy|Drama,Andrew Bujalski,Funny Ha Ha ,Justin Rice,mumblecore,http://www.imdb.com/title/tt0327753/?ref_=fn_tt_tt_1
The Chumscrubber,34523,Arie Posin,John Heard,Comedy|Drama,Rory Culkin,The Chumscrubber ,Tim DeKay,chumscrubber|death|friend|pills|school,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1
Thumbsucker,36537,Mike Mills,Lou Taylor Pucci,Comedy|Drama,Kelli Garner,Thumbsucker ,Nancy O'Dell,attention deficit disorder|debate|drugs|psychologist|school,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1
Grand Theft Parsons,42638,David Caffrey,Scott Adsit,Adventure|Comedy|Drama,Marley Shelton,Grand Theft Parsons ,Jim Cody Williams,guitar|hearse|manager|musician|singer,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1
Tristram Shandy: A Cock and Bull Story,43460,Michael Winterbottom,Shirley Henderson,Comedy|Drama,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,Dylan Moran,actor playing himself|battle|boots|penis|womb,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1
Thank You for Smoking,44195,Jason Reitman,Cameron Bright,Comedy|Drama,J.K. Simmons,Thank You for Smoking ,Todd Louiso,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1
Volver,44694,Pedro Almodóvar,Lola Dueñas,Comedy|Crime|Drama|Mystery,Carmen Maura,Volver ,Antonio de la Torre,abusive father|child abuse|death|rape|secret,http://www.imdb.com/title/tt0441909/?ref_=fn_tt_tt_1
American Dreamz,45106,Paul Weitz,Dennis Quaid,Comedy|Music,Judy Greer,American Dreamz ,Chris Klein,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1
Mutual Appreciation,47808,Andrew Bujalski,Kate Dollenmayer,Comedy,Andrew Bujalski,Mutual Appreciation ,Justin Rice,friendship|guitarist|mumblecore|musician|new york,http://www.imdb.com/title/tt0446747/?ref_=fn_tt_tt_1
Lucky You,52724,Curtis Hanson,Robert Duvall,Drama|Romance|Sport,Robert Downey Jr.,Lucky You ,Kelvin Han Yee,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1
Driving Lessons,54094,Jeremy Brock,Julie Walters,Comedy|Drama,Rupert Grint,Driving Lessons ,Tamsin Egerton,actress|coming of age|retired actress|teenage boy|vomiting,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1
Charlie Bartlett,54281,Jon Poll,Megan Park,Comedy|Drama|Romance,Robert Downey Jr.,Charlie Bartlett ,Hope Davis,drugs|high school|prescription drugs|private school|student,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1
Lars and the Real Girl,55280,Craig Gillespie,Kelli Garner,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl ,Paul Schneider,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1
Martian Child,55732,Menno Meyjes,Richard Schiff,Comedy|Drama|Family,Oliver Platt,Martian Child ,Sophie Okonedo,adopted son|adoption|boy|mars the planet|widower,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1
LOL,57236,Lisa Azuelos,Lina Esco,Comedy|Drama|Romance,Nora Dunn,LOL ,Alix Freihage,best friend|girl in panties|high school|high school romance|pink panties,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1
LOL,96975,Lisa Azuelos,Lina Esco,Comedy|Drama|Romance,Nora Dunn,LOL ,Alix Freihage,best friend|girl in panties|high school|high school romance|pink panties,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1
What Just Happened,58432,Barry Levinson,Robin Wright,Comedy|Drama,Robert De Niro,What Just Happened ,Kristen Stewart,actor|agent|beard|cannes|hollywood,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1
Swing Vote,60939,Joshua Michael Stern,Judge Reinhold,Comedy|Drama,Madeline Carroll,Swing Vote ,Nathan Lane,ballot|election|new mexico|vote|voting,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1
"Synecdoche, New York",62511,Charlie Kaufman,Jennifer Jason Leigh,Comedy|Drama|Romance,Philip Seymour Hoffman,"Synecdoche, New York ",Samantha Morton,actress|director|play|theatre director|warehouse,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1
Marley & Me,65230,David Frankel,Kathleen Turner,Comedy|Drama|Family,Eric Dane,Marley & Me ,Haley Bennett,box office hit|dog|dog movie|florida|pet name in title,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1
Funny People,66509,Judd Apatow,RZA,Comedy|Drama,Adam Sandler,Funny People ,Maude Apatow,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1
Sunshine Cleaning,67267,Christine Jeffs,Mary Lynn Rajskub,Comedy|Drama,Clifton Collins Jr.,Sunshine Cleaning ,Paul Dooley,business|crime scene cleanup|private school|school|sister sister relationship,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1
Adventureland,67734,Greg Mottola,Martin Starr,Comedy|Drama|Romance,Kristen Stewart,Adventureland ,Wendie Malick,amusement park|strong female character|summer job|teen movie|teenager,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1
